id	clade	short-clade	subclade
A_Ghana_FS_24_7698_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7669_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7632_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7628_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7555_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7462_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7458_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R07790_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Madagascar_02560_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02472_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02466_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_01969_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_01225_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_00863_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_00272_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_00215_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_00143_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02937_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02845_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02789_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02746_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_02491_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_01487_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_01281_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Ghana_FS_24_4229_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4228a_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4046_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4035_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4020_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4009_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3939_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3944_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_4001_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3984_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3981_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3889_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3952_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_3961_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_South_Africa_NHLS_SU_CERI_K062118_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_PATH_CERI_K062956_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0218_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0326_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0050_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0220_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0448_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0014_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0282_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0265_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0440_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0438_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0144_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0066_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0460_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0433_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0468_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0073_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0113_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0210_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0443_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0137_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0146_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0408_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0362_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0175_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0279_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0458_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0119_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0134_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0407_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0354_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_South_Africa_R09020_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07941_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07938_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07902_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07890_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07841_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07734_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07324_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06959_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06721_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06715_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06588_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05840_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05707_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05517_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05217_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05025_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04777_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R04354_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04352_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R03946_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R03793_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Ghana_ARI_24_0593_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_2181a_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_FS_24_2165_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_FS_24_2034_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Zambia_11_NIC_195_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Kenya_103_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_102_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
K056300	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_SouthAfrica_PET28178_2023	3C.2a1b.2a.2b	2b	G.2
A_SouthAfrica_PET28234_2023	3C.2a1b.2a.2b	2b	G.2
A_SouthAfrica_PET28188_2023	3C.2a1b.2a.2b	2b	G.2
A_SouthAfrica_PET28223_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_K056327_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056318_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_K056317_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056311_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056308_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056307_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056302_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056300_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05672_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05671_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05656_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05655_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05650_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05648_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05643_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05635_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05630_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05627_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05624_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05614_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05602_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05568_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05566_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04881_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04855_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04835_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04827_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04821_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04819_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04818_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04814_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04809_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04801_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R04790_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04787_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04782_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04778_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04775_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04742_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04732_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04731_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R04729_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04728_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04715_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04676_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04630_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04574_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04563_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04562_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R04556_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04552_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04533_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R04528_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04467_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04458_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04452_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04449_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04387_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R04358_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04355_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04247_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04246_2023	3C.2a1b.2a.2a.3	2a.3	G.1.3
A_South_Africa_R04080_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R04074_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R03963_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R03954_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R03952_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R03848_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R03828_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R03827_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Zambia_11_NIC_218_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Ghana_6179_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Madagascar_81992_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Madagascar_03919_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03917_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03916_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03914_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_KNH12805_Human_2025	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Madagascar_03198_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03189_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03416_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Madagascar_03415_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0441_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0140_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2
A_Zambia_0110_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0622_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0510_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0447_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0361_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0368_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0161_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2
A_Zambia_0424_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0555_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0543_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0351_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0403_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0114_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2
A_Zambia_0398_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_0078_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Madagascar_03710_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Ghana_1122_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1498_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1417_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_4971_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1117_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.4
A_Ghana_4691_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_4893_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1229_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_1500_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1048_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1824_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_2545_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_3195_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_818_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_3104_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_3409_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_South_Africa_R04209_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R00713_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Sainte_Marie_03340_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1
A_Ghana_1725_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_2023_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_FS_24_2022_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Mauritius_P42248_I_79_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Mauritius_P42248_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Mauritius_P49825_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Livingstone_09_NIC_396_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Livingstone_09_NIC_395_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Livingstone_09_NIC_372_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06716_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06690_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06687_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06920_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06666_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06918_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06653_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06909_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06652_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06907_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06651_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06905_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06649_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06900_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06648_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06896_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06647_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06895_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06894_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06642_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06890_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06628_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06884_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06627_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06857_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06855_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06621_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06851_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06620_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06844_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06839_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06608_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06835_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06598_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06834_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06594_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06832_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06591_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
